Section data name;Section Widget id;Text Sub id;Text
Card misc text data;0;0;\n
Card misc text data;0;1;Ok?      \nJa\nNein
Card misc text data;0;2;Bitte wähle 
Card misc text data;0;3; Karte(n) aus.
Card misc text data;0;4;-Karte erhalten.
Card misc text data;0;5;-Karte verloren.
Card misc text data;0;6;Noch einmal?\nJa\nNein
Card misc text data;0;7;Regel: 
Card misc text data;0;8;· 
Card misc text data;0;9;/
Card misc text data;0;10;Ari
Card misc text data;0;11;\n· Open
Card misc text data;0;12;\n· Random-Hand
Card misc text data;0;13;\n· Suddendeath
Card misc text data;0;14;Same
Card misc text data;0;15;Plus
Card misc text data;0;16;Wall-Same
Card misc text data;0;17;\n· Element
Card misc text data;0;18;\n· Tausch-Regeln: 
Card misc text data;0;19;Null
Card misc text data;0;20;One
Card misc text data;0;21;Diff
Card misc text data;0;22;Direct
Card misc text data;0;23;Full
Card misc text data;0;24;\nSpielen\nAufhören
Card misc text data;0;25;Nicht existent
Card misc text data;0;26;
Card misc text data;0;27;
Card misc text data;0;28;
Card name;1;0;Heulechse
Card name;1;1;Fongo Ongo
Card name;1;2;Beißkäfer
Card name;1;3;Purpurmaus
Card name;1;4;Prinula
Card name;1;5;Geira
Card name;1;6;Gesper
Card name;1;7;Foca-Double
Card name;1;8;Blood Soul
Card name;1;9;Stichraupe
Card name;1;10;Cockatrice
Card name;1;11;Gratt
Card name;1;12;Buel
Card name;1;13;Mesmerize
Card name;1;14;Guheys Eye
Card name;1;15;Belhel Melhel
Card name;1;16;Thrust Avis
Card name;1;17;Heckenschlange
Card name;1;18;S-Kriecher
Card name;1;19;Grendel
Card name;1;20;Doppel-Hacker
Card name;1;21;Grande Arlo
Card name;1;22;L-Verbieter
Card name;1;23;Esansuci
Card name;1;24;Tripel-Visage
Card name;1;25;Focarol
Card name;1;26;Gogue Seal
Card name;1;27;Küßchen
Card name;1;28;SAM08G
Card name;1;29;Wild Hook
Card name;1;30;Kaktor
Card name;1;31;Tombery
Card name;1;32;Abyss-Wurm
Card name;1;33;Granatomb
Card name;1;34;Bisage
Card name;1;35;Archeodinos
Card name;1;36;Bomber
Card name;1;37;Blitzer
Card name;1;38;Wendigo
Card name;1;39;Qual
Card name;1;40;Galchimäsera
Card name;1;41;Drachen-Isolde
Card name;1;42;Adaman Taimai
Card name;1;43;Schmelzdrache
Card name;1;44;Stahlgigant
Card name;1;45;Behemoth
Card name;1;46;Chimära
Card name;1;47;Koyo-Koyo
Card name;1;48;Invictus
Card name;1;49;GIM47N
Card name;1;50;Morbol
Card name;1;51;Rubrum-Drache
Card name;1;52;El Noire
Card name;1;53;Tombery-König
Card name;1;54;Wedge·Biggs
Card name;1;55;Fu-Jin·Rai-Jin
Card name;1;56;El Viole
Card name;1;57;X-ATM092
Card name;1;58;Granaldo
Card name;1;59;Namtal-Utok
Card name;1;60;Schmelke
Card name;1;61;Abadon
Card name;1;62;Dormen
Card name;1;63;Ölspucker
Card name;1;64;Shumi-Stamm
Card name;1;65;Cocutos
Card name;1;66;Propagator
Card name;1;67;Kaktorius
Card name;1;68;Tripel-Klinge
Card name;1;69;Gargantur
Card name;1;70;BIS-8
Card name;1;71;Andro
Card name;1;72;Tiamat
Card name;1;73;BGH251F2
Card name;1;74;Wolframator
Card name;1;75;Catblepus
Card name;1;76;Ultima Weapon
Card name;1;77;Choco-Blob
Card name;1;78;Angel
Card name;1;79;Gilgamesh
Card name;1;80;Mogry-Kid
Card name;1;81;Chocobo-Kid
Card name;1;82;Quezacotl
Card name;1;83;Shiva
Card name;1;84;Ifrit
Card name;1;85;Siren
Card name;1;86;Secreto
Card name;1;87;Minotaurus
Card name;1;88;Carbuncle
Card name;1;89;Diabolos
Card name;1;90;Leviathan
Card name;1;91;Odin
Card name;1;92;Pandemona
Card name;1;93;Cerberus
Card name;1;94;Alexander
Card name;1;95;Phönix
Card name;1;96;Bahamut
Card name;1;97;Doomtrain
Card name;1;98;Eden
Card name;1;99;Ward
Card name;1;100;Kiros
Card name;1;101;Laguna
Card name;1;102;Selphie
Card name;1;103;Quistis
Card name;1;104;Irvine
Card name;1;105;Xell
Card name;1;106;Rinoa
Card name;1;107;Edea
Card name;1;108;Cifer
Card name;1;109;Squall
Scan text;2;0;Ein meisterhafter\nGun-Blade-Kämpfer.\nMit seinem 【Multi-\nSlash】 bezwingt er\nfast jeden Gegner.\nAnsonsten ein eher\ngelassener Typ.
Scan text;2;1;Er liebt die Hot\nDogs aus der Mensa\nüber alles. Ein\nExperte in Sachen\nKampfsport. Seine\nSpezial-Technik\n【Duell】 ist tödlich.
Scan text;2;2;Ein hervorragender\nSchütze. Mit seiner\nSpezial-Technik\n【Shot】 richtet er\ngroßen Schaden an,\nist aber dem Druck\nnicht gewachsen.
Scan text;2;3;Sie benutzt die\nPeitsche als Waffe.\nSie hinterläßt einen\nleicht unterkühlten\nEindruck. Aber im\nBalamb-Garden gibt\nes einen Fanclub.
Scan text;2;4;Mitglied der\nWiderstandsgruppe\n【Waldeule】. Sie\nbenutzt Fernwaffen.\nIhr treuer Hund\nhilft ihr stets,\nwenn Gefehr droht.
Scan text;2;5;Sie wechselte von\nTrabia nach Balamb\num SEED zu werden.\nNunchakus und die\nSpezial-Technik,\nZauber-【Tombola】,\nsind ihre Stärken.
